Sample,Review_ID,Title,Group,OverallRank,GroupRank,ToRead
Second,386,Application of qualitative value of information to prioritize uncertainties about eastern black rail population recovery,MacKenzie Cited_2022:2023,488,52,NO
Second,332,A Bayesian approach for multiscale modeling of the influence of seasonal and annual habitat variation on relative abundance of ring-necked pheasant roosters,MacKenzie Cited_2022:2023,495,53,NO
Second,389,A review of harvest and population monitoring methods for western wild turkeys,MacKenzie Cited_2022:2023,496,54,NO
Second,462,The value of considering demographic contributions to connectivity: a review,MacKenzie Cited_2022:2023,506,55,NO
Second,381,Occupancy-detection models with museum specimen data: Promise and pitfalls,MacKenzie Cited_2022:2023,507,56,NO
Second,404,Umbrella effect of monitoring protocols for mammals in the Northeast US,MacKenzie Cited_2022:2023,511,57,NO
Second,411,Arresting the spread of invasive species in continental systems,MacKenzie Cited_2022:2023,516,58,NO
Second,355,Stability of patch-turnover relationships under equilibrium and nonequilibrium metapopulation dynamics driven by biogeography,MacKenzie Cited_2022:2023,519,59,NO
Second,302,Climate casualties or human disturbance? Shrinking distribution of the three large carnivores in the Greater Himalaya,MacKenzie Cited_2022:2023,524,60,NO
Second,351,Aridity could have driven the local extinction of a common and multivoltine butterfly,MacKenzie Cited_2022:2023,528,61,NO
Second,376,"Increased landscape disturbance and streamflow variability threaten fish biodiversity in the Red River catchment, USA",MacKenzie Cited_2022:2023,556,62,NO
Second,419,Life at the borderline: Responses of Ganges river dolphins to dry-season flow regulation of river and canal habitats by the Farakka barrage,MacKenzie Cited_2022:2023,589,63,NO
Second,318,Integrating multiple sign types to improve occupancy estimation for inconspicuous species,MacKenzie Cited_2022:2023,591,64,NO
Second,439,Assessing the detectability of the Irish stoat Mustela erminea hibernica using two camera trap-based survey methods,MacKenzie Cited_2022:2023,596,65,NO
Second,449,Spatio-temporal variation in post-recovery dynamics in a large Peregrine Falcon (Falco peregrinus) population in the Jura mountains 2000-2020 dagger,MacKenzie Cited_2022:2023,603,66,NO
Second,400,Occupancy and co-occurrence patterns of endemic mammals and introduced predators across a broad geographical gradient in eastern Australia,MacKenzie Cited_2022:2023,620,67,NO
Second,314,Occupancy and Abundance of Pond-Breeding Anurans in Boreal Landscapes,MacKenzie Cited_2022:2023,626,68,NO
Second,352,What factors affect species richness and distribution dynamics within two Afromontane protected areas?,MacKenzie Cited_2022:2023,641,69,NO
Second,367,Spatial ecology of crested porcupine in a metropolitan landscape,MacKenzie Cited_2022:2023,644,70,NO
Second,356,Integrating basic and applied research to estimate carnivore abundance,MacKenzie Cited_2022:2023,645,71,NO
Second,380,A continuous-score occupancy model that incorporates uncertain machine learning output from autonomous biodiversity surveys,MacKenzie Cited_2022:2023,646,72,NO
Second,385,"spOccupancy: An R package for single-species, multi-species, and integrated spatial occupancy models",MacKenzie Cited_2022:2023,651,73,NO
Second,405,"Constructing Flexible, Identifiable and Interpretable Statistical Models for Binary Data",MacKenzie Cited_2022:2023,668,74,NO
Second,319,"Abundance, occurrence and time series: long-term monitoring of social insects in a tropical rainforest",MacKenzie Cited_2022:2023,682,75,NO
Second,399,N-mixture models provide informative crocodile (Crocodylus moreletii) abundance estimates in dynamic environments,MacKenzie Cited_2022:2023,700,76,NO
Second,364,Evaluating invasion risk and population dynamics of the brown marmorated stink bug across the contiguous United States,MacKenzie Cited_2022:2023,704,77,NO
Second,307,Assessing spatiotemporal patterns of mesocarnivores along an urban-to-rural gradient,MacKenzie Cited_2022:2023,713,78,NO
Second,366,Decomposing the spatial and temporal effects of climate on bird populations in northern European mountains,MacKenzie Cited_2022:2023,716,79,NO
Second,416,Acoustic monitoring and occupancy analysis: cost-effective tools in reintroduction programmes for roroa-great spotted kiwi,MacKenzie Cited_2022:2023,723,80,NO
Second,340,Disentangling direct and indirect effects of extreme events on coastal wetland communities,MacKenzie Cited_2022:2023,729,81,NO
Second,406,Reliability of environmental DNA surveys to detect pond occupancy by newts at a national scale,MacKenzie Cited_2022:2023,732,82,NO
Second,344,Parrot population trends in Nicaragua revealed by long-term monitoring,MacKenzie Cited_2022:2023,749,83,NO
Second,347,Optimising camera trap surveys for the Carpentarian Pseudantechinus (Pseudantechinus mimulus) in northwest Queensland,MacKenzie Cited_2022:2023,756,84,NO
Second,402,Gradients in the Diversity of Plants and Large Herbivores Revealed with DNA Barcoding in a Semi-Arid African Savanna,MacKenzie Cited_2022:2023,779,85,NO
Second,421,ubms: An R package for fitting hierarchical occupancy and N-mixture abundance models in a Bayesian framework,MacKenzie Cited_2022:2023,788,86,NO
Second,359,"Forest disturbance and occupancy patterns of American ermine (Mustela richardsonii) and long-tailed weasel (Neogale frenata): results from a large-scale natural experiment in Maine, United States",MacKenzie Cited_2022:2023,796,87,NO
Second,304,Variation in flight characteristics associated with entry by eagles into rotor-swept zones of wind turbines,MacKenzie Cited_2022:2023,804,88,NO
Second,394,Differences in acoustic detectibility of bat species hamper Environmental Impact Assessment studies,MacKenzie Cited_2022:2023,805,89,NO
Second,361,Relations Between Abiotic and Biotic Environmental Variables and Occupancy of Delta Smelt (Hypomesus transpacificus) in Autumn,MacKenzie Cited_2022:2023,812,90,NO
Second,343,Assessing the implications of sexual segregation when surveying white-tailed deer Odocoileus virginianus,MacKenzie Cited_2022:2023,818,91,NO
Second,311,Occurrence dynamics of mammals in protected tropical forests respond to human presence and activities,MacKenzie Cited_2022:2023,821,92,NO
Second,379,"Bayesian time-varying occupancy model for West Nile virus in Ontario, Canada",MacKenzie Cited_2022:2023,829,93,NO
Second,316,Empirical Evidence for the Rescue Effect from a Natural Microcosm,MacKenzie Cited_2022:2023,851,94,NO
Second,312,Examining dynamic occupancy of gray wolves in Idaho after a decade of managed harvest,MacKenzie Cited_2022:2023,853,95,NO
Second,432,Benthic macroinvertebrate assemblages detect the consequences of a sewage spill: a case study of a South American environmental challenge,MacKenzie Cited_2022:2023,857,96,NO
Second,321,Shorebird Monitoring Using Spatially Explicit Occupancy and Abundance,MacKenzie Cited_2022:2023,865,97,NO
Second,398,Transient persistence of bobcat (Lynx rufus) occurrence throughout a human-dominated landscape,MacKenzie Cited_2022:2023,880,98,NO
Second,335,Predator co-occurrence in alpine and Arctic tundra in relation to fluctuating prey,MacKenzie Cited_2022:2023,884,99,NO
Second,433,Spatially explicit models for decision-making in animal conservation and restoration,MacKenzie Cited_2022:2023,885,100,NO
Second,407,"Golden Eagle Occupancy Surveys and Monitoring Strategy in Coastal Southern California, United States",MacKenzie Cited_2022:2023,900,101,NO
Second,324,Forest Fragmentation and Developmental Stability of Wood Mice Apodemus sylvaticus: A Food-Mediated Effect?,MacKenzie Cited_2022:2023,919,102,NO
Second,313,"Patch size and connectivity predict remnant habitat occupancy by an endangered wetland specialist, the salt marsh harvest mouse",MacKenzie Cited_2022:2023,933,103,NO
Second,334,"First you get the money, then you get the power: Comparing the cost and power of monitoring programs to detect changes in occupancy of a threatened marsupial predator",MacKenzie Cited_2022:2023,939,104,NO
Second,357,Rethinking Habitat Occupancy Modeling and the Role of Diel Activity in an Anthropogenic World,MacKenzie Cited_2022:2023,940,105,NO
Second,370,Demography Predicts Genetic Effective Size in a Desert Stream Fish Community,MacKenzie Cited_2022:2023,943,106,NO
Second,323,Raptors in the city: Site occupancy and abundance of a top predator inhabiting urban green spaces within a megacity,MacKenzie Cited_2022:2023,951,107,NO
Second,395,Tracking an invasion front with environmental DNA,MacKenzie Cited_2022:2023,979,108,NO
Second,396,Implications of non-ideal occupancy for the measurement of territory quality,MacKenzie Cited_2022:2023,981,109,NO
Second,331,Intensive agriculture as the main limiting factor of the otter?s return in southwest France,MacKenzie Cited_2022:2023,982,110,NO
Second,303,Nonparametric Identifiability in Species Distribution and Abundance Models: Why it Matters and How to Diagnose a Lack of it Using Simulation,MacKenzie Cited_2022:2023,994,111,NO
Second,328,Associations between a range-shifting damselfly (Erythromma viridulum) and the UK's resident Odonata suggest habitat sharing is more important than antagonism,MacKenzie Cited_2022:2023,1000,112,NO
Second,450,Collaboration for conservation: Assessing countrywide carnivore occupancy dynamics from sparse data,MacKenzie Cited_2022:2023,1006,113,NO
Second,360,SHORT-EARED OWL LAND-USE ASSOCIATIONS DURING THE BREEDING SEASON IN THE WESTERN UNITED STATES,MacKenzie Cited_2022:2023,1007,114,NO
Second,333,Partial COVID-19 closure of a national park reveals negative influence of low-impact recreation on wildlife spatiotemporal ecology,MacKenzie Cited_2022:2023,1017,115,NO
Second,337,Range reexpansion after long stasis: Italian otters (Lutra lutra) at their northern edge,MacKenzie Cited_2022:2023,1023,116,NO
Second,329,Passive acoustic monitoring provides a fresh perspective on fundamental ecological questions,MacKenzie Cited_2022:2023,1034,117,NO
Second,409,Breeding expansion of sandhill cranes in Quebec,MacKenzie Cited_2022:2023,1039,118,NO
Second,301,Occupancy of Bombus affinis (Hymenoptera: Apidae) in Minnesota is highest in developed areas when standardized surveys are employed,MacKenzie Cited_2022:2023,1057,119,NO
Second,354,An urban cast of characters: Landscape use and cover influencing mammal occupancy in an American midwestern city,MacKenzie Cited_2022:2023,1059,120,NO
Second,369,Improved predictions and forecasts of chronic wasting disease occurrence using multiple mechanism dynamic occupancy modeling,MacKenzie Cited_2022:2023,1062,121,NO
Second,338,Heterogeneity in song rates in the Collared Flycatcher (Ficedula albicollis) explained with the availability parameter in generalized N-mixture models: Its importance for abundance estimates in avian aural counts,MacKenzie Cited_2022:2023,1083,122,NO
Second,306,Factors determining the seasonal habitat use of Asian elephants in the Western Ghats of India,MacKenzie Cited_2022:2023,1091,123,NO
Second,373,Human recreation impacts seasonal activity and occupancy of American black bears (Ursus americanus) across the anthropogenic-wildland interface,MacKenzie Cited_2022:2023,1141,124,NO
Second,325,"A multi-method approach for assessing the distribution of a rare, burrowing North American crayfish species",MacKenzie Cited_2022:2023,1150,125,NO
Second,317,Carnivore coexistence in Chicago: niche partitioning of coyotes and red foxes,MacKenzie Cited_2022:2023,1160,126,NO
Second,353,Citizen science reveals meteorological determinants of frog calling at a continental scale,MacKenzie Cited_2022:2023,1165,127,NO
Second,391,Do species factories exist? Detecting exceptional patterns of evolution in the mammalian fossil record,MacKenzie Cited_2022:2023,1176,128,NO
Second,413,Landscape ecology contributions to biodiversity conservation,MacKenzie Cited_2022:2023,1177,129,NO
